600	33820.2	74322.1	81939.8	297288	1581.92	2246.82	62155.1	1921.63
40.5139	40.5139	1298.83	9
80.6922	80.6922	1661.73	27
108.642	217.284	1313.13	19
113.801	113.801	1214.22	29
402.051	804.102	1634.78	25
787.83	3151.32	1358.43	33
601.579	1203.16	1620.65	24
70.1733	70.1733	1304.14	4
711.47	2845.88	1473.16	21
904.813	3619.25	1607.42	30
547.295	547.295	1919.52	6
2746.72	10986.9	1423.29	15
2074.03	8296.12	1533.99	18
1732.89	6931.55	1661	12
246.437	246.437	1367.2	23
248.866	248.866	1748.73	31
451.282	902.564	1506.55	16
2494.17	9976.67	1595.28	0
1208.45	4833.8	1574.03	3
421.777	421.777	1401.29	26
149.325	149.325	1337.72	7
149.998	149.998	1460.17	20
1357.71	2715.42	1344.67	22
2385.48	4770.97	1495.11	28
606.975	606.975	1386.44	32
2885.06	5770.13	1494.83	13
2332.5	9330.02	1355	9
3193.26	12773	1433	27
1544.14	1544.14	1558.16	14
462.286	924.572	1413.96	1
2034.01	2034.01	1557.16	11
74.9707	74.9707	1353.79	17
1841.78	1841.78	1369.14	10
67.275	67.275	1270.63	2
676.094	676.094	1361.73	8
802.682	802.682	1658.43	5
3546.88	3546.88	1452.73	29
2223.67	4447.34	1207.12	19
2866.01	5732.03	1567.83	4
3871.28	7742.56	1614.44	7
3887.23	7774.45	1653.77	25
3674.26	3674.26	1828.6	23
3568.93	7137.86	1375.44	16
4321.63	4321.63	1875.41	2
3274.25	6548.5	1635.69	31
3443.09	6886.17	1740.66	33
4965.31	9930.61	1871.13	1
4184.21	4184.21	1646.4	17
3357.31	3357.31	1869.92	20
4113.08	8226.15	1527.08	24
5706.55	11413.1	1540.52	6
6599.34	26397.4	1595.38	30
3316.13	3316.13	1855.59	26
4205.46	4205.46	1333.63	32
5908.43	11816.9	1420.23	22
5552.77	22211.1	1491.77	18
7212.83	28851.3	2158.11	9
3756.54	3756.54	1280.47	8
5466.22	21864.9	1876.86	0
5635.3	5635.3	1567.79	5
6798.49	27193.9	1533.85	15
4993.04	4993.04	2211.23	14
7422	29688	1531.84	27
7448.86	29795.4	2068.71	21
9054.78	36219.1	1858.15	33
7900.62	31602.5	1297.18	12
4337.98	8675.96	1495.69	10
5547.29	11094.6	1697.55	19
7723.77	30895.1	1320.14	24
7965.11	31860.4	1408.76	3
8578.83	34315.3	1496.78	18
4638.43	4638.43	1483.35	11
11696.4	46785.7	1966.71	6
9279.99	37120	1536.87	0
10610	42440.1	1366.47	30
11447.5	45789.8	1511.83	15
7590.83	15181.7	1312.81	28
11718.9	46875.5	1629.08	27
5729.52	11459	1635.63	13
5598.09	11196.2	1324.05	4
13406.5	53626.1	1597.43	24
7816.15	7816.15	1968.62	29
7461.52	14923	1662.96	31
11699.6	46798.6	1366.78	12
8139.78	16279.6	1664.25	16
12324.8	49299.3	1369.18	9
8401.13	8401.13	1332.76	8
11215.4	44861.6	1372.44	3
11720.5	46882.1	1653.58	21
8008.17	8008.17	1428.57	26
7730.43	7730.43	1664.02	20
6281.96	6281.96	1412.95	7
11282.5	45130.1	1489.77	18
8805.9	8805.9	1561.08	23
7144.96	7144.96	2169.36	25
13727.7	54910.7	1662.83	0
9069.89	9069.89	2182.27	32
12660.1	50640.6	1525.17	33
7607.97	15215.9	1480.22	10
8242.84	8242.84	1347.64	17
7960.9	7960.9	1549.07	2
7499.19	7499.19	1732.59	11
8991.54	17983.1	1880.96	1
9046.08	9046.08	1557.94	4
13676.2	54704.7	2071.89	30
10973.9	10973.9	1582.72	5
10122.6	20245.2	1967.65	22
8927.05	8927.05	1593.25	14
14604	58416.1	1603.56	3
14852.5	59410.2	2181.53	15
14573	58292.1	1281.99	18
9499.17	9499.17	1323	19
9478.52	9478.52	1584.74	13
9925.6	9925.6	1526.67	7
12470.4	24940.8	2178.39	28
11401.9	22803.7	1698.22	31
15385.6	61542.3	1305.11	12
15574.8	62299.4	1459.87	27
13330.1	13330.1	1310.79	10
11582.9	23165.8	1355.06	25
10669.9	10669.9	1635.97	11
11286.2	11286.2	1537.2	20
15025.1	60100.6	1289.37	21
15307.1	61228.6	1406.56	6
11318.4	11318.4	1277.06	26
12849.6	12849.6	2131.73	2
12290.6	12290.6	1324.78	29
15195.6	60782.3	1355.23	9
12572.2	25144.5	1472.38	16
13007.8	26015.6	1210.05	4
10754.9	10754.9	1505.14	8
13072.8	26145.7	1815.28	1
12255.5	24511	1564.13	19
12630.3	25260.6	1678.11	13
13199.3	13199.3	1576.27	17
13910.9	27821.9	1641.72	7
14433.5	28867.1	1424.82	22
15328.2	61313	1570.53	33
15800.9	31601.8	1913.38	25
18656.2	74625	1315.82	24
11380.1	11380.1	1520.64	23
13664.4	13664.4	1441.9	14
14105.5	14105.5	1242.68	32
18616	74463.9	1289.15	0
14883.6	29767.1	2041.92	31
18057.3	72229.1	1490.2	3
15084.4	30168.8	1383.17	19
13793.5	13793.5	1570.93	11
17805.9	71223.6	1259.44	9
18923.5	75693.9	1463.62	6
13975.9	13975.9	1569.07	8
14624.2	14624.2	1412.89	5
14224.5	14224.5	1864.81	26
14861	14861	1608.45	20
15682.4	31364.8	1849.63	16
18447.7	73790.9	1594.35	15
15903.4	31806.8	1280.84	4
18998.9	75995.5	1404.35	27
18248.9	36497.9	1570.71	13
19755.5	79022	1795.39	33
17364.7	34729.4	1437.69	28
16196.3	16196.3	1510.82	23
